dataset_id,group,metric,method_code,method_label,comparison_label,gap_raw,gap_pct
RUSPINI,clust,MSI,hybrid,ClustGrade-RKO Híbrido,ClustGrade-RKO Híbrido vs DBSCAN,-0.04683444235847389,-5.522022685932366
SEEDS,classf,MSI,hybrid,ClustGrade-RKO Híbrido,ClustGrade-RKO Híbrido vs DBSCAN,-0.026015896571507824,-4.627333681811592
SONAR,clust,MSI,hybrid,ClustGrade-RKO Híbrido,ClustGrade-RKO Híbrido vs DBSCAN,0.1471171869894301,35.68742088207231
SPHERICAL4D3C,clust,MSI,hybrid,ClustGrade-RKO Híbrido,ClustGrade-RKO Híbrido vs DBSCAN,-0.1315876430521129,-22.369771413191707
SPIRAL,classf,MSI,hybrid,ClustGrade-RKO Híbrido,ClustGrade-RKO Híbrido vs DBSCAN,-0.4709814787734984,-53.53882011158415
SPRDESP,clust,MSI,hybrid,ClustGrade-RKO Híbrido,ClustGrade-RKO Híbrido vs DBSCAN,0.23254203930249845,48.24702070952786
SYNTHETICCONTROL,clust,MSI,hybrid,ClustGrade-RKO Híbrido,ClustGrade-RKO Híbrido vs DBSCAN,0.0019669203163176774,0.4424194440232243
TRIPADVISOR,clust,MSI,hybrid,ClustGrade-RKO Híbrido,ClustGrade-RKO Híbrido vs DBSCAN,0.149850261551444,46.92784591020048
UNIFORM400,clust,MSI,hybrid,ClustGrade-RKO Híbrido,ClustGrade-RKO Híbrido vs DBSCAN,-0.1641842322424314,-29.426664105487294
UNIFORM700,clust,MSI,hybrid,ClustGrade-RKO Híbrido,ClustGrade-RKO Híbrido vs DBSCAN,-0.562613843426119,-60.11486175917644
VOWEL2,clust,MSI,hybrid,ClustGrade-RKO Híbrido,ClustGrade-RKO Híbrido vs DBSCAN,-0.05306684005041684,-10.58996140930869
WAVEFORM21,clust,MSI,hybrid,ClustGrade-RKO Híbrido,ClustGrade-RKO Híbrido vs DBSCAN,0.07774142242123933,21.958135626157986
WDBC,classf,MSI,hybrid,ClustGrade-RKO Híbrido,ClustGrade-RKO Híbrido vs DBSCAN,-0.1264942570365425,-16.218940168028453
WINE,classf,MSI,hybrid,ClustGrade-RKO Híbrido,ClustGrade-RKO Híbrido vs DBSCAN,0.054991877263881994,9.47544238004545
YEAST,classf,MSI,hybrid,ClustGrade-RKO Híbrido,ClustGrade-RKO Híbrido vs DBSCAN,0.15200006123908105,28.74059969136564
AGGREGATION,classf,ARI_CLASSF,hybrid,ClustGrade-RKO Híbrido,ClustGrade-RKO Híbrido vs DBSCAN,0.5302804281846575,298.9801215303102
COMPOUND,classf,ARI_CLASSF,hybrid,ClustGrade-RKO Híbrido,ClustGrade-RKO Híbrido vs DBSCAN,-0.0527087157335403,-6.467783278918948
ECOLI,classf,ARI_CLASSF,hybrid,ClustGrade-RKO Híbrido,ClustGrade-RKO Híbrido vs DBSCAN,0.28890674377792397,70.73756846627822
FLAME,classf,ARI_CLASSF,hybrid,ClustGrade-RKO Híbrido,ClustGrade-RKO Híbrido vs DBSCAN,-0.09852445363606166,-13.53660280909262
GLASS,classf,ARI_CLASSF,hybrid,ClustGrade-RKO Híbrido,ClustGrade-RKO Híbrido vs DBSCAN,0.043625929879414105,28.664321482282435
HABERMAN,classf,ARI_CLASSF,hybrid,ClustGrade-RKO Híbrido,ClustGrade-RKO Híbrido vs DBSCAN,0.036425050868059396,527.769027348209
IONOSPHERE,classf,ARI_CLASSF,hybrid,ClustGrade-RKO Híbrido,ClustGrade-RKO Híbrido vs DBSCAN,-0.06167151089554748,-30.27888889384568
IRIS,classf,ARI_CLASSF,hybrid,ClustGrade-RKO Híbrido,ClustGrade-RKO Híbrido vs DBSCAN,0.05044440767459024,8.546529439469817
JAIN,classf,ARI_CLASSF,hybrid,ClustGrade-RKO Híbrido,ClustGrade-RKO Híbrido vs DBSCAN,0.3048759506977668,2910.6170999010033
NEW-THYROID,classf,ARI_CLASSF,hybrid,ClustGrade-RKO Híbrido,ClustGrade-RKO Híbrido vs DBSCAN,0.004089126980990799,178.0147393267409
PATHBASED,classf,ARI_CLASSF,hybrid,ClustGrade-RKO Híbrido,ClustGrade-RKO Híbrido vs DBSCAN,-0.5133577136920804,-53.749300024437254
PIMA-INDIANS,classf,ARI_CLASSF,hybrid,ClustGrade-RKO Híbrido,ClustGrade-RKO Híbrido vs DBSCAN,0.0054372498403151,546.214622579053
R15,classf,ARI_CLASSF,hybrid,ClustGrade-RKO Híbrido,ClustGrade-RKO Híbrido vs DBSCAN,-0.07249983740936361,-7.341413199767553
SEEDS,classf,ARI_CLASSF,hybrid,ClustGrade-RKO Híbrido,ClustGrade-RKO Híbrido vs DBSCAN,0.1817464896753499,35.58960908659529
SPIRAL,classf,ARI_CLASSF,hybrid,ClustGrade-RKO Híbrido,ClustGrade-RKO Híbrido vs DBSCAN,-1.0044633109025112,-100.44633109025112
WDBC,classf,ARI_CLASSF,hybrid,ClustGrade-RKO Híbrido,ClustGrade-RKO Híbrido vs DBSCAN,0.0187451630956585,15875.278625725445
WINE,classf,ARI_CLASSF,hybrid,ClustGrade-RKO Híbrido,ClustGrade-RKO Híbrido vs DBSCAN,-0.0069813481793765,-50.47766077229272
YEAST,classf,ARI_CLASSF,hybrid,ClustGrade-RKO Híbrido,ClustGrade-RKO Híbrido vs DBSCAN,-0.0035585658163151,-123.71736169542764
