n_datasets,rko_exact,dbscan_exact,rko_within1,dbscan_within1,rko_closer,dbscan_closer,ties,median_err_rko,median_err_dbscan_distk,mean_err_rko,mean_err_dbscan_distk
18,6,3,13,7,10,2,6,1.0,3.5,1.6111111111111112,5.333333333333333
